9.1994,81.845,66.684,21.519,58.073,82.933,12.525,20.648,29.244,66.969,38.917,78.967,51.46,77.97,22.14,99,71.207,92.66,65.847,2.0914,20.42,45.539,70.315,41.246,96.045,27.09,14.003,36.443,46.197,63.352,66.366,57.597,96.874,47.973,87.19,90.224,87.574,52.49,95.568,43.27,2.9354,39.599,80.645,1.0579,39.095,66.631,49.692,3.7548,19.762,87.912,52.978,65.776,39.141,2.0783,30.141,52.248,28.634,47.304,4.822,69.853,76.822,79.264,2.1002,29.407,62.909,64.008,64.841,90.143,56.658,67.328,11.324,39.598,5.9464,39.95,23.31,51.888,39.725,27.195,80.725,57.597,64.503,47.752,74.154,15.012,86.476,81.181,9.1165,73.332,4.887,59.942,36.748,54.079,38.783,32.565,17.337,60.117,36.037,79.02,71.187,71.155
42.025,27.769,60.315,72.53,95.292,12.742,70.68,29.705,20.407,20.852,1.1703,72.75,65.945,55.069,39.484,89.393,3.2647,19.411,58.806,66.903,18.297,53.798,92.783,37.764,41.571,90.501,68.726,41.465,28.708,96.709,36.407,29.023,30.632,50.669,91.311,26.928,14.792,24.66,63.501,63.382,23.073,0.024585,79.656,15.366,45.22,41.318,15.154,54.832,1.8784,20.104,42.849,35.725,74.157,86.404,29.383,38.638,6.3738,30.687,52.335,78.267,77.381,9.4196,28.696,28.595,58.115,90.281,10.507,19.843,35.398,84.094,16.342,53.278,60.029,4.4871,67.746,82.854,77.074,47.565,44.527,23.561,26.979,83.385,24.849,61.533,5.3119,97.06,76.351,50.518,16.403,58.769,0.61509,1.4426,5.4074,64.9,49.519,50.959,54.646,48.478,45.977,72.84
18.287,70.695,38.966,69.12,25.824,35.55,72.579,66.842,29.054,24.931,20.709,65.368,21.1,68.43,89.857,37.398,64.976,49.991,98.727,4.6091,77.344,37.328,46.637,31.53,76.207,58.411,46.573,51.453,89.885,93.392,99.651,8.598,79.531,19.874,66.119,28.067,96.681,27.683,25.614,0.46717,11.16,59.482,94.106,57.186,68.17,37.937,26.666,99.665,51.996,92.973,83.91,52.819,39.828,15.468,69.719,80.23,98.44,0.71447,89.81,79.897,53.547,76.62,67.57,3.417,12.573,37.024,63.512,21.973,91.192,87.415,57.583,52.577,42.964,3.8765,31.197,42.33,67.442,95.149,35.037,41.862,67.357,41.146,31.413,98.526,8.0498,95,37.334,32.008,36.104,79.343,51.993,80.582,8.2685,92.403,50.916,4.4354,53.693,66.787,38.042,89.114
99.379,54.785,38.345,49.218,1.2071,1.006,97.401,76.958,42.295,68.017,14.817,97.649,23.555,54.999,92.366,2.9375,49.11,18.185,82.426,18.058,60.67,88.667,66.261,26.067,9.0048,19.865,53.107,50.352,16.658,2.2616,37.316,96.665,49.936,46.319,16.811,53.154,34.662,61.596,78.572,49.694,58.759,15.79,93.261,10.991,21.58,58.848,23.288,42.837,30.153,41.371,74.03,30.772,28.637,75.562,4.5525,89.489,4.0286,80.159,98.757,16.145,7.2825,66.101,55.496,37.918,67.813,73.236,29.169,67.998,81.505,62.97,52.798,76.904,80.326,38.197,3.3573,12.041,51.978,53.808,82.313,63.834,95.159,38.897,34.896,21.817,71.307,39.339,51.945,7.7258,26.956,56.246,5.5354,39.373,7.1085,10.635,79.147,93.974,17.767,65.869,76.076,83.805
26.062,19.112,70.336,48.401,67.134,60.564,45.017,41.196,14.042,66.19,60.616,25.145,63.768,85.925,57.637,32.981,96.851,40.107,28.49,35.389,91.094,95.617,88.576,60.144,58.262,66.828,55.811,66.366,28.483,32.183,35.999,74.624,51.723,64.288,55.652,8.0971,61.634,60.043,9.3757,38.641,25.544,97.445,84.706,71.477,34.206,30.847,48.623,28.081,88.815,12.162,45.134,63.676,78.277,98.802,46.723,5.9872,21.353,29.078,17.477,81.612,25.107,92.112,35.88,70.008,54.961,48.638,88.422,53.558,51.139,35.452,76.968,94.45,76.31,97.533,75.628,74.473,61.1,54.205,80.277,7.5211,59.326,93.9,83.918,52.022,94.554,99.257,95.309,55.474,64.044,51.779,84.185,34.562,4.5603,35.61,62.089,0.021401,19.524,55.612,46.347,41.991
43.412,21.221,38.506,54.492,43.775,85.078,93.329,21.042,50.22,59.855,91.769,45.609,59.558,31.886,6.3542,39.833,93.368,67.836,28.305,87.709,61.03,85.02,17.528,9.6916,9.5332,83.814,62.546,25.485,57.973,44.907,68.857,13.278,18.565,83.445,81.497,57.022,48.593,12.462,67.424,53.465,10.056,65.733,5.2009,82.594,69.714,68.322,61.758,39.465,72.325,46.562,25.234,0.95012,23.726,69.635,45.161,0.23029,48.226,66.992,47.665,73.93,66.154,26.494,1.2722,12.833,52.844,94.427,34.733,41.561,36.97,60.977,63.7,7.8076,87.378,20.154,15.243,56.893,31.511,40.226,18.611,0.65157,29.857,89.359,75.79,78.078,50.428,37.722,62.118,77.58,7.7557,49.282,71.866,99.615,82.771,57.802,89.161,59.748,24.437,98.232,8.9828,8.9238
81.24,19.015,87.122,5.2894,14.528,36.873,51.116,5.6853,54.305,36.655,65.307,7.1803,90.465,21.169,22.84,87.095,29.679,6.2866,86.502,24.244,42.667,81.772,79.984,77.348,70.085,23.402,89.541,48.012,99.372,85.408,38.716,28.878,83.345,51.465,94.168,39.118,37.228,68.608,59.824,69.507,59.77,54.206,8.7291,65.722,92.345,1.3122,43.365,85.199,99.428,75.387,83.797,26.85,98.588,6.3841,51.635,73.676,39.833,13.709,64.959,58.325,47.327,45.2,70.693,7.4235,70.514,89.443,73.357,8.0067,45.98,94.055,29.447,88.286,95.043,66.16,92.392,92.344,28.833,18.23,45.887,19.287,37.08,55.022,45.331,13.601,9.1564,8.6274,51.824,45.58,65.528,52.044,92.081,0.40847,68.447,31.663,65.329,58.71,53.471,35.357,29.874,39.354
41.515,42.015,2.8584,84.053,47.265,95.44,60.951,33.064,32.247,54.821,25.948,92.001,91.674,40.11,59.592,50.664,19.853,99.589,49.73,89.735,37.965,58.824,55.479,62.71,84.379,65.305,9.2548,52.314,2.0972,84.083,18.173,64.27,0.94528,59.125,2.3891,32.182,66.153,50.679,17.874,78.492,72.515,34.704,98.999,26.014,68.651,14.201,85.313,79.304,66.212,62.023,29.93,33.577,68.018,60.57,40.916,46.85,44.63,6.4734,15.192,60.01,88.176,99.546,81.952,8.9778,22.723,16.603,99.882,48.553,83.935,52.873,76.331,76.41,15.303,71.238,35.218,74.378,80.603,13.314,76.108,34.752,95.856,58.43,20.336,96.254,7.6093,27.26,48.765,74.714,60.569,65.981,95.226,55.219,92.354,32.481,68.822,72.886,78.956,87.571,10.718,48.353
45.426,41.177,1.7706,34.77,81.588,37.732,65.046,86.538,92.309,30.505,87.92,99.65,45.796,81.428,72.098,31.936,21.922,29.793,39.641,87.913,94.422,22.467,78.686,85.22,80.969,10.346,73.928,64.433,1.835,61.274,91.422,59.711,66.224,59.469,79.064,30.323,29.996,34.545,53.505,6.1686,61.183,95.391,93.612,99.683,63.667,33.752,14.835,84.535,66.91,62.465,46.899,9.2343,57.198,98.761,72.089,21.942,0.65816,41.197,49.573,2.6322,71.887,22.402,4.9666,62.409,84.818,84.935,9.5905,37.659,10.151,26.31,21.673,76.564,38.068,1.4475,74.249,72.986,41.559,24.012,35.102,83.435,55.76,91.959,0.99962,82.48,20.534,99.905,55.691,55.806,41.808,29.231,10.376,64.875,37.486,44.709,57.293,23.134,87.989,8.5424,34.435,5.4435
38.17,31.439,32.971,30.422,20.857,17.461,16.479,61.254,23.955,28.37,67.185,39.572,46.712,63.933,91.445,70.691,98.046,67.631,59.371,70.548,99.737,21.887,97.195,89.693,39.682,67.388,88.782,56.715,14.989,13.784,86.377,67.667,65.929,75.908,64.446,35.733,56.705,75.81,74.656,90.349,69.585,76.656,69.497,93.51,71.905,4.9788,93.653,18.276,16.741,88.381,91.54,95.256,4.2979,31.613,71.722,68.531,66.076,19.852,27.033,70.853,95.188,47.88,36.752,61.73,50.187,83.544,44.81,25.318,20.374,46.421,88.064,76.56,103.23,44.213,97.262,4.465,77.926,67.555,8.6413,39.296,48.067,37.749,56.748,92.983,97.203,52.319,91.035,92.034,48.256,94.877,19.418,15.785,58.697,45.9,20.979,25.445,93.414,29.783,45.639,41.237
